
2022-05-10  19.27.14    BenchmarkSAR    bin = 5    fee = 0.0015 - 0.002    2022-05-04 ~  (6) days

29124 loaded. (6 days)
0.001000 / 0.001000 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 14 / 5 / 9 / 0.5556 	 h = -0.0203 / 0.0910 	 p = 0.05 	 avg = 0.00 	 % = 1.0811 / +4.0559
0.004100 / 0.004100 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 35 / 11 / 24 / 0.4583 	 h = -0.0204 / 0.0947 	 p = 0.03 	 avg = 0.00 	 % = 1.0418 / +2.0917
0.004100 / 0.004100 / 0.025000 	 t = 0.0000 / 0.0200 	 c = 35 / 11 / 24 / 0.4583 	 h = -0.0204 / 0.0965 	 p = 0.01 	 avg = 0.00 	 % = 1.0123 / +0.6136
0.004100 / 0.004100 / 0.028000 	 t = 0.0000 / 0.0200 	 c = 39 / 14 / 25 / 0.5600 	 h = -0.0204 / 0.0999 	 p = 0.01 	 avg = 0.00 	 % = 1.0216 / +1.0788
0.004100 / 0.004100 / 0.029000 	 t = 0.0000 / 0.0200 	 c = 39 / 14 / 25 / 0.5600 	 h = -0.0204 / 0.1024 	 p = 0.02 	 avg = 0.00 	 % = 1.0322 / +1.6102
0.004100 / 0.004100 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 41 / 16 / 25 / 0.6400 	 h = -0.0204 / 0.1041 	 p = 0.01 	 avg = 0.00 	 % = 1.0204 / +1.0183
0.004100 / 0.004100 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 41 / 17 / 24 / 0.7083 	 h = -0.0204 / 0.1036 	 p = 0.02 	 avg = 0.00 	 % = 1.0345 / +1.7244
0.004100 / 0.004100 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 41 / 17 / 24 / 0.7083 	 h = -0.0204 / 0.1041 	 p = 0.02 	 avg = 0.00 	 % = 1.0471 / +2.3532
0.004100 / 0.004100 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 43 / 18 / 25 / 0.7200 	 h = -0.0204 / 0.1051 	 p = 0.00 	 avg = 0.00 	 % = 1.0101 / +0.5045
0.004100 / 0.004100 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 43 / 18 / 25 / 0.7200 	 h = -0.0204 / 0.1061 	 p = 0.01 	 avg = 0.00 	 % = 1.0249 / +1.2451
0.004100 / 0.004100 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 43 / 18 / 25 / 0.7200 	 h = -0.0204 / 0.1070 	 p = 0.02 	 avg = 0.00 	 % = 1.0357 / +1.7854
0.004100 / 0.004100 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 43 / 18 / 25 / 0.7200 	 h = -0.0204 / 0.1078 	 p = 0.02 	 avg = 0.00 	 % = 1.0449 / +2.2457
0.004200 / 0.004200 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1403 	 p = 0.08 	 avg = 0.00 	 % = 1.1414 / +7.0681
0.004200 / 0.004200 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0204 / 0.1454 	 p = 0.11 	 avg = 0.01 	 % = 1.1991 / +9.9553
0.004200 / 0.004200 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1489 	 p = 0.20 	 avg = 0.01 	 % = 1.3561 / +17.8060
0.004200 / 0.004200 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1525 	 p = 0.04 	 avg = 0.00 	 % = 1.0726 / +3.6277
0.004200 / 0.004200 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1606 	 p = 0.06 	 avg = 0.00 	 % = 1.1040 / +5.1983
0.004200 / 0.004200 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0204 / 0.1644 	 p = 0.08 	 avg = 0.00 	 % = 1.1419 / +7.0935
0.004200 / 0.004200 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 44 / 19 / 25 / 0.7600 	 h = -0.0204 / 0.1080 	 p = 0.01 	 avg = 0.00 	 % = 1.0133 / +0.6628
0.004300 / 0.004300 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1405 	 p = 0.08 	 avg = 0.00 	 % = 1.1426 / +7.1310
0.004300 / 0.004300 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0204 / 0.1457 	 p = 0.11 	 avg = 0.01 	 % = 1.2006 / +10.0314
0.004300 / 0.004300 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1492 	 p = 0.20 	 avg = 0.01 	 % = 1.3574 / +17.8711
0.004300 / 0.004300 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1528 	 p = 0.04 	 avg = 0.00 	 % = 1.0799 / +3.9970
0.004300 / 0.004300 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1608 	 p = 0.06 	 avg = 0.00 	 % = 1.1062 / +5.3083
0.004300 / 0.004300 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0204 / 0.1646 	 p = 0.08 	 avg = 0.00 	 % = 1.1432 / +7.1582
0.004300 / 0.004300 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1009 	 p = 0.00 	 avg = 0.00 	 % = 1.0092 / +0.4600
0.004400 / 0.004400 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1408 	 p = 0.08 	 avg = 0.00 	 % = 1.1441 / +7.2035
0.004400 / 0.004400 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1459 	 p = 0.17 	 avg = 0.01 	 % = 1.3070 / +15.3481
0.004400 / 0.004400 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1494 	 p = 0.20 	 avg = 0.01 	 % = 1.3592 / +17.9578
0.004400 / 0.004400 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1569 	 p = 0.05 	 avg = 0.00 	 % = 1.0869 / +4.3468
0.004400 / 0.004400 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1611 	 p = 0.06 	 avg = 0.00 	 % = 1.1073 / +5.3631
0.004400 / 0.004400 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0204 / 0.1648 	 p = 0.09 	 avg = 0.00 	 % = 1.1456 / +7.2821
0.004400 / 0.004400 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1009 	 p = 0.00 	 avg = 0.00 	 % = 1.0111 / +0.5573
0.004400 / 0.004400 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.00 	 avg = 0.00 	 % = 1.0148 / +0.7389
0.004400 / 0.004400 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0175 / +0.8749
0.004400 / 0.004400 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0196 / +0.9798
0.004400 / 0.004400 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0211 / +1.0563
0.004400 / 0.004400 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0214 / +1.0718
0.004400 / 0.004400 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0214 / +1.0718
0.004400 / 0.004400 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0214 / +1.0718
0.004400 / 0.004400 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0214 / +1.0718
0.004400 / 0.004400 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0265 / +1.3235
0.004400 / 0.004400 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1010 	 p = 0.01 	 avg = 0.00 	 % = 1.0268 / +1.3383
0.004500 / 0.004500 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1409 	 p = 0.08 	 avg = 0.00 	 % = 1.1445 / +7.2269
0.004500 / 0.004500 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1460 	 p = 0.17 	 avg = 0.01 	 % = 1.3075 / +15.3748
0.004500 / 0.004500 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1495 	 p = 0.20 	 avg = 0.01 	 % = 1.3597 / +17.9856
0.004500 / 0.004500 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1572 	 p = 0.05 	 avg = 0.00 	 % = 1.0886 / +4.4316
0.004500 / 0.004500 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1615 	 p = 0.06 	 avg = 0.00 	 % = 1.1084 / +5.4192
0.004500 / 0.004500 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.1651 	 p = 0.09 	 avg = 0.00 	 % = 1.1473 / +7.3644
0.004500 / 0.004500 / 0.049000 	 t = 0.0000 / 0.0200 	 c = 45 / 16 / 29 / 0.5517 	 h = -0.0204 / 0.1015 	 p = 0.00 	 avg = 0.00 	 % = 1.0091 / +0.4563
0.004600 / 0.004600 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1411 	 p = 0.08 	 avg = 0.00 	 % = 1.1453 / +7.2660
0.004600 / 0.004600 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1463 	 p = 0.17 	 avg = 0.01 	 % = 1.3086 / +15.4282
0.004600 / 0.004600 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1497 	 p = 0.16 	 avg = 0.01 	 % = 1.2820 / +14.1012
0.004600 / 0.004600 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1575 	 p = 0.05 	 avg = 0.00 	 % = 1.0903 / +4.5154
0.004600 / 0.004600 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1618 	 p = 0.07 	 avg = 0.00 	 % = 1.1144 / +5.7218
0.004600 / 0.004600 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.1654 	 p = 0.09 	 avg = 0.00 	 % = 1.1492 / +7.4607
0.004600 / 0.004600 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1102 	 p = 0.00 	 avg = 0.00 	 % = 1.0142 / +0.7109
0.004700 / 0.004700 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1414 	 p = 0.08 	 avg = 0.00 	 % = 1.1468 / +7.3379
0.004700 / 0.004700 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1465 	 p = 0.17 	 avg = 0.01 	 % = 1.3095 / +15.4736
0.004700 / 0.004700 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1500 	 p = 0.16 	 avg = 0.01 	 % = 1.2827 / +14.1363
0.004700 / 0.004700 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1577 	 p = 0.05 	 avg = 0.00 	 % = 1.0914 / +4.5693
0.004700 / 0.004700 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1620 	 p = 0.07 	 avg = 0.00 	 % = 1.1162 / +5.8103
0.004700 / 0.004700 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.1656 	 p = 0.09 	 avg = 0.00 	 % = 1.1507 / +7.5351
0.004700 / 0.004700 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 42 / 16 / 26 / 0.6154 	 h = -0.0204 / 0.1034 	 p = 0.01 	 avg = 0.00 	 % = 1.0189 / +0.9469
0.004700 / 0.004700 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 44 / 16 / 28 / 0.5714 	 h = -0.0204 / 0.1041 	 p = 0.00 	 avg = 0.00 	 % = 1.0008 / +0.0376
0.004700 / 0.004700 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 44 / 16 / 28 / 0.5714 	 h = -0.0203 / 0.1037 	 p = 0.01 	 avg = 0.00 	 % = 1.0155 / +0.7772
0.004700 / 0.004700 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 44 / 17 / 27 / 0.6296 	 h = -0.0203 / 0.1041 	 p = 0.02 	 avg = 0.00 	 % = 1.0324 / +1.6191
0.004700 / 0.004700 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 44 / 19 / 25 / 0.7600 	 h = -0.0203 / 0.1053 	 p = 0.03 	 avg = 0.00 	 % = 1.0467 / +2.3341
0.004700 / 0.004700 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 43 / 19 / 24 / 0.7917 	 h = -0.0203 / 0.1065 	 p = 0.06 	 avg = 0.00 	 % = 1.0872 / +4.3604
0.004700 / 0.004700 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 45 / 19 / 26 / 0.7308 	 h = -0.0204 / 0.1075 	 p = 0.01 	 avg = 0.00 	 % = 1.0203 / +1.0154
0.004700 / 0.004700 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1087 	 p = 0.02 	 avg = 0.00 	 % = 1.0309 / +1.5427
0.004700 / 0.004700 / 0.040000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1108 	 p = 0.01 	 avg = 0.00 	 % = 1.0220 / +1.0996
0.004700 / 0.004700 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1103 	 p = 0.02 	 avg = 0.00 	 % = 1.0410 / +2.0513
0.004800 / 0.004800 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1415 	 p = 0.08 	 avg = 0.00 	 % = 1.1477 / +7.3854
0.004800 / 0.004800 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1466 	 p = 0.17 	 avg = 0.01 	 % = 1.3108 / +15.5389
0.004800 / 0.004800 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1501 	 p = 0.16 	 avg = 0.01 	 % = 1.2844 / +14.2179
0.004800 / 0.004800 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1580 	 p = 0.05 	 avg = 0.00 	 % = 1.0929 / +4.6461
0.004800 / 0.004800 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1623 	 p = 0.07 	 avg = 0.00 	 % = 1.1178 / +5.8900
0.004800 / 0.004800 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.1659 	 p = 0.09 	 avg = 0.00 	 % = 1.1523 / +7.6170
0.004800 / 0.004800 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 42 / 16 / 26 / 0.6154 	 h = -0.0204 / 0.1034 	 p = 0.01 	 avg = 0.00 	 % = 1.0222 / +1.1087
0.004800 / 0.004800 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 44 / 16 / 28 / 0.5714 	 h = -0.0204 / 0.1041 	 p = 0.00 	 avg = 0.00 	 % = 1.0035 / +0.1773
0.004800 / 0.004800 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 44 / 17 / 27 / 0.6296 	 h = -0.0203 / 0.1037 	 p = 0.01 	 avg = 0.00 	 % = 1.0190 / +0.9482
0.004800 / 0.004800 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 44 / 17 / 27 / 0.6296 	 h = -0.0203 / 0.1043 	 p = 0.03 	 avg = 0.00 	 % = 1.0402 / +2.0075
0.004800 / 0.004800 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 44 / 18 / 26 / 0.6923 	 h = -0.0203 / 0.1055 	 p = 0.04 	 avg = 0.00 	 % = 1.0508 / +2.5406
0.004800 / 0.004800 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 43 / 18 / 25 / 0.7200 	 h = -0.0203 / 0.1067 	 p = 0.06 	 avg = 0.00 	 % = 1.0907 / +4.5367
0.004800 / 0.004800 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 45 / 19 / 26 / 0.7308 	 h = -0.0204 / 0.1077 	 p = 0.01 	 avg = 0.00 	 % = 1.0226 / +1.1304
0.004800 / 0.004800 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1088 	 p = 0.02 	 avg = 0.00 	 % = 1.0396 / +1.9816
0.004800 / 0.004800 / 0.040000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1109 	 p = 0.01 	 avg = 0.00 	 % = 1.0262 / +1.3117
0.004800 / 0.004800 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 45 / 17 / 28 / 0.6071 	 h = -0.0204 / 0.1105 	 p = 0.01 	 avg = 0.00 	 % = 1.0258 / +1.2887
0.004900 / 0.004900 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1417 	 p = 0.08 	 avg = 0.00 	 % = 1.1483 / +7.4168
0.004900 / 0.004900 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1470 	 p = 0.18 	 avg = 0.01 	 % = 1.3123 / +15.6139
0.004900 / 0.004900 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1503 	 p = 0.16 	 avg = 0.01 	 % = 1.2858 / +14.2919
0.004900 / 0.004900 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1582 	 p = 0.05 	 avg = 0.00 	 % = 1.0945 / +4.7232
0.004900 / 0.004900 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1625 	 p = 0.07 	 avg = 0.00 	 % = 1.1196 / +5.9778
0.004900 / 0.004900 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.1661 	 p = 0.09 	 avg = 0.00 	 % = 1.1535 / +7.6753
0.004900 / 0.004900 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 35 / 12 / 23 / 0.5217 	 h = -0.0204 / 0.0974 	 p = 0.03 	 avg = 0.00 	 % = 1.0450 / +2.2491
0.004900 / 0.004900 / 0.029000 	 t = 0.0000 / 0.0200 	 c = 42 / 15 / 27 / 0.5556 	 h = -0.0204 / 0.1029 	 p = 0.01 	 avg = 0.00 	 % = 1.0126 / +0.6303
0.004900 / 0.004900 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 42 / 18 / 24 / 0.7500 	 h = -0.0204 / 0.1034 	 p = 0.04 	 avg = 0.00 	 % = 1.0549 / +2.7450
0.004900 / 0.004900 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 44 / 18 / 26 / 0.6923 	 h = -0.0204 / 0.1041 	 p = 0.03 	 avg = 0.00 	 % = 1.0418 / +2.0896
0.004900 / 0.004900 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 44 / 18 / 26 / 0.6923 	 h = -0.0203 / 0.1039 	 p = 0.04 	 avg = 0.00 	 % = 1.0524 / +2.6217
0.004900 / 0.004900 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 44 / 17 / 27 / 0.6296 	 h = -0.0203 / 0.1044 	 p = 0.05 	 avg = 0.00 	 % = 1.0690 / +3.4522
0.004900 / 0.004900 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 43 / 19 / 24 / 0.7917 	 h = -0.0203 / 0.1057 	 p = 0.06 	 avg = 0.00 	 % = 1.0880 / +4.4014
0.004900 / 0.004900 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 43 / 19 / 24 / 0.7917 	 h = -0.0203 / 0.1068 	 p = 0.07 	 avg = 0.00 	 % = 1.1050 / +5.2502
0.004900 / 0.004900 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1078 	 p = 0.02 	 avg = 0.00 	 % = 1.0318 / +1.5892
0.004900 / 0.004900 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1089 	 p = 0.03 	 avg = 0.00 	 % = 1.0556 / +2.7805
0.004900 / 0.004900 / 0.038000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1099 	 p = 0.04 	 avg = 0.00 	 % = 1.0672 / +3.3582
0.004900 / 0.004900 / 0.039000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1108 	 p = 0.05 	 avg = 0.00 	 % = 1.0762 / +3.8098
0.004900 / 0.004900 / 0.040000 	 t = 0.0000 / 0.0200 	 c = 45 / 20 / 25 / 0.8000 	 h = -0.0204 / 0.1109 	 p = 0.06 	 avg = 0.00 	 % = 1.0901 / +4.5045
0.004900 / 0.004900 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 45 / 19 / 26 / 0.7308 	 h = -0.0204 / 0.1105 	 p = 0.05 	 avg = 0.00 	 % = 1.0896 / +4.4801
0.004900 / 0.004900 / 0.042000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1049 	 p = 0.04 	 avg = 0.00 	 % = 1.0566 / +2.8311
0.004900 / 0.004900 / 0.043000 	 t = 0.0000 / 0.0200 	 c = 45 / 18 / 27 / 0.6667 	 h = -0.0204 / 0.1062 	 p = 0.04 	 avg = 0.00 	 % = 1.0666 / +3.3297
0.004900 / 0.004900 / 0.044000 	 t = 0.0000 / 0.0200 	 c = 49 / 19 / 30 / 0.6333 	 h = -0.0204 / 0.1065 	 p = 0.01 	 avg = 0.00 	 % = 1.0207 / +1.0359
0.004900 / 0.004900 / 0.045000 	 t = 0.0000 / 0.0200 	 c = 49 / 19 / 30 / 0.6333 	 h = -0.0204 / 0.1068 	 p = 0.01 	 avg = 0.00 	 % = 1.0210 / +1.0490
0.004900 / 0.004900 / 0.046000 	 t = 0.0000 / 0.0200 	 c = 49 / 19 / 30 / 0.6333 	 h = -0.0204 / 0.1068 	 p = 0.02 	 avg = 0.00 	 % = 1.0260 / +1.3011
0.004900 / 0.004900 / 0.047000 	 t = 0.0000 / 0.0200 	 c = 49 / 20 / 29 / 0.6897 	 h = -0.0204 / 0.1070 	 p = 0.03 	 avg = 0.00 	 % = 1.0392 / +1.9605
0.004900 / 0.004900 / 0.049000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1026 	 p = 0.01 	 avg = 0.00 	 % = 1.0066 / +0.3314
0.004900 / 0.004900 / 0.050000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1027 	 p = 0.01 	 avg = 0.00 	 % = 1.0146 / +0.7289
0.004900 / 0.004900 / 0.051000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1027 	 p = 0.01 	 avg = 0.00 	 % = 1.0188 / +0.9391
0.004900 / 0.004900 / 0.052000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1027 	 p = 0.02 	 avg = 0.00 	 % = 1.0221 / +1.1032
0.004900 / 0.004900 / 0.053000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1006 	 p = 0.01 	 avg = 0.00 	 % = 1.0147 / +0.7332
0.004900 / 0.004900 / 0.054000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1006 	 p = 0.01 	 avg = 0.00 	 % = 1.0167 / +0.8366
0.004900 / 0.004900 / 0.055000 	 t = 0.0000 / 0.0200 	 c = 51 / 20 / 31 / 0.6452 	 h = -0.0204 / 0.1007 	 p = 0.01 	 avg = 0.00 	 % = 1.0196 / +0.9811
0.005000 / 0.005000 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1420 	 p = 0.09 	 avg = 0.00 	 % = 1.1493 / +7.4636
0.005000 / 0.005000 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1472 	 p = 0.18 	 avg = 0.01 	 % = 1.3135 / +15.6764
0.005000 / 0.005000 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1506 	 p = 0.16 	 avg = 0.01 	 % = 1.2873 / +14.3645
