
2022-05-10  19.27.14    BenchmarkSAR    bin = 5    fee = 0.0015 - 0.002    2022-05-04 ~  (6) days

29124 loaded. (6 days)
0.001000 / 0.001000 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 14 / 5 / 9 / 0.5556 	 h = -0.0203 / 0.0910 	 p = 0.05 	 avg = 0.00 	 % = 1.0811 / +4.0559
0.002100 / 0.002100 / 0.057000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.069000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.070000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.071000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.072000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.073000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.074000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.075000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.076000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.077000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.078000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.079000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.080000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.081000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.082000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.083000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.084000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.085000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.086000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.087000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.088000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.089000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.090000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.091000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.092000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.093000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.094000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.095000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.096000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.097000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.098000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002100 / 0.002100 / 0.099000 	 t = 0.0000 / 0.0200 	 c = 31 / 10 / 21 / 0.4762 	 h = -0.0204 / 0.0946 	 p = 0.02 	 avg = 0.00 	 % = 1.0527 / +2.6330
0.002200 / 0.002200 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 20 / 7 / 13 / 0.5385 	 h = -0.0203 / 0.1361 	 p = 0.06 	 avg = 0.00 	 % = 1.1149 / +5.7441
0.002200 / 0.002200 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0204 / 0.1413 	 p = 0.10 	 avg = 0.00 	 % = 1.1686 / +8.4293
0.002200 / 0.002200 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 10 / 10 / 1.0000 	 h = -0.0204 / 0.1454 	 p = 0.17 	 avg = 0.01 	 % = 1.3005 / +15.0270
0.002200 / 0.002200 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 22 / 10 / 12 / 0.8333 	 h = -0.0204 / 0.1484 	 p = 0.15 	 avg = 0.01 	 % = 1.2634 / +13.1678
0.002200 / 0.002200 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 24 / 9 / 15 / 0.6000 	 h = -0.0204 / 0.1528 	 p = 0.12 	 avg = 0.01 	 % = 1.2160 / +10.8018
0.002200 / 0.002200 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 23 / 9 / 14 / 0.6429 	 h = -0.0204 / 0.1567 	 p = 0.14 	 avg = 0.01 	 % = 1.2590 / +12.9492
0.002200 / 0.002200 / 0.017000 	 t = 0.0000 / 0.0200 	 c = 26 / 8 / 18 / 0.4444 	 h = -0.0204 / 0.1064 	 p = 0.05 	 avg = 0.00 	 % = 1.0798 / +3.9903
0.002200 / 0.002200 / 0.022000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0861 	 p = 0.00 	 avg = 0.00 	 % = 1.0143 / +0.7139
0.002200 / 0.002200 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0869 	 p = 0.01 	 avg = 0.00 	 % = 1.0272 / +1.3618
0.002200 / 0.002200 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0891 	 p = 0.02 	 avg = 0.00 	 % = 1.0413 / +2.0674
0.002200 / 0.002200 / 0.025000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0908 	 p = 0.02 	 avg = 0.00 	 % = 1.0463 / +2.3127
0.002200 / 0.002200 / 0.026000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0934 	 p = 0.03 	 avg = 0.00 	 % = 1.0490 / +2.4522
0.002200 / 0.002200 / 0.027000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0944 	 p = 0.03 	 avg = 0.00 	 % = 1.0610 / +3.0519
0.002200 / 0.002200 / 0.028000 	 t = 0.0000 / 0.0200 	 c = 29 / 10 / 19 / 0.5263 	 h = -0.0204 / 0.0958 	 p = 0.04 	 avg = 0.00 	 % = 1.0690 / +3.4520
0.002200 / 0.002200 / 0.029000 	 t = 0.0000 / 0.0200 	 c = 29 / 11 / 18 / 0.6111 	 h = -0.0204 / 0.0964 	 p = 0.04 	 avg = 0.00 	 % = 1.0764 / +3.8176
0.002200 / 0.002200 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 29 / 11 / 18 / 0.6111 	 h = -0.0204 / 0.0970 	 p = 0.05 	 avg = 0.00 	 % = 1.0806 / +4.0298
0.002200 / 0.002200 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 29 / 11 / 18 / 0.6111 	 h = -0.0204 / 0.0970 	 p = 0.05 	 avg = 0.00 	 % = 1.0838 / +4.1875
0.002200 / 0.002200 / 0.032000 	 t = 0.0000 / 0.0200 	 c = 28 / 12 / 16 / 0.7500 	 h = -0.0204 / 0.0970 	 p = 0.10 	 avg = 0.00 	 % = 1.1829 / +9.1472
0.002200 / 0.002200 / 0.033000 	 t = 0.0000 / 0.0200 	 c = 28 / 12 / 16 / 0.7500 	 h = -0.0204 / 0.0974 	 p = 0.10 	 avg = 0.00 	 % = 1.1858 / +9.2904
0.002200 / 0.002200 / 0.034000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.10 	 avg = 0.00 	 % = 1.1789 / +8.9463
0.002200 / 0.002200 / 0.035000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.10 	 avg = 0.00 	 % = 1.1843 / +9.2163
0.002200 / 0.002200 / 0.036000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.10 	 avg = 0.00 	 % = 1.1889 / +9.4435
0.002200 / 0.002200 / 0.037000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.1935 / +9.6725
0.002200 / 0.002200 / 0.038000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.1974 / +9.8678
0.002200 / 0.002200 / 0.039000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2002 / +10.0113
0.002200 / 0.002200 / 0.040000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2029 / +10.1460
0.002200 / 0.002200 / 0.041000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2051 / +10.2538
0.002200 / 0.002200 / 0.042000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2061 / +10.3070
0.002200 / 0.002200 / 0.043000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2070 / +10.3514
0.002200 / 0.002200 / 0.044000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2079 / +10.3958
0.002200 / 0.002200 / 0.045000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.11 	 avg = 0.00 	 % = 1.2088 / +10.4403
0.002200 / 0.002200 / 0.046000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2097 / +10.4849
0.002200 / 0.002200 / 0.047000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2104 / +10.5206
0.002200 / 0.002200 / 0.048000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2111 / +10.5567
0.002200 / 0.002200 / 0.049000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.050000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.051000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.052000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.053000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.054000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.055000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.056000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.057000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.069000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.070000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.071000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.072000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.073000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.074000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.075000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.076000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.077000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.078000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.079000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.080000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.081000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.082000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.083000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.084000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.085000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.086000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.087000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.088000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.089000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.090000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.091000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.092000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.093000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.094000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
0.002200 / 0.002200 / 0.095000 	 t = 0.0000 / 0.0200 	 c = 28 / 11 / 17 / 0.6471 	 h = -0.0204 / 0.0974 	 p = 0.12 	 avg = 0.00 	 % = 1.2117 / +10.5835
